preprocessed_text,target_name
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateedupacificmpsohiostateeduzaphodmpsohiostateeduhowlandrestonansnetiraukadegermanyeunetthothmchpsnidehorusapmchpsnidedsfrank frankdsuucp frank odwyer newsgroups talkabortionaltatheismtalkreligionmisc subject year say christian morality date apr gmt organization siemensnixdorf ag line messageid rjkfnbshorusapmchpsnide reference qvtkjepkyleeitechcom roaghorusapmchpsnide rcvgbesquickeitechcom nntppostinghost dsapmchpsnide article rcvgbesquickeitechcom ekrsquickeitechcom eric rescorla writes frank attempting inject goodness judgement accuracy judgement essentially punning word value meaning useful goodness judgement reasonable accuracy judgement thing useful making conclusion accuracy judgement im afraid root problem bloomin well amnt punning word value know ambiguous ive told sense im using worth use goodness etc value doesnt mean accuracy stretch imagination valueresult computation mean accept possible misinterpretation value value accuracy come left field understand useful making conclusion accuracy judgement mean one judge whether really useful making conclusion thats part mean objective valuation value grounded solid fact one doesnt value x purpose evidence suggests x doesnt really rest mean really fundamental value eg freedom solid fact consider following statement reason distinction accurate inaccurate exists group people find useful main reason science exists group people find distinction accurate inaccurate useful dealing phenomenon scientist find simple theory accurate prediction useful modelling phenomenon pun speak arguing idiom wrong statement true concluding basis science judged usefulness dealing phenomenon ie subjective value earth subjective value judgement accurate value judgement maybe illustrate mean whats difference saying simple theory accurate prediction best tool model phenomenon say love intelligence best tool achieve freedom one objective judgement value best empirical basis sit sorry frank youre using ambiguity english obfuscate issue mean say science based value accuracy judgement problem mean say based value goodness judgement thats nonsense contrast morality clearly based goodness judgement im afraid mean say based goodness judgement simple theory accurate prediction better better better tool interpreting reality complex theory inaccurate prediction fundamental value judgement scientist make relativist might say hold reference frame science given scientist seems pretty solid objective frank odwyer im hatching odwyersseie hen evelyn conlon,talk.religion.misc
xref cantaloupesrvcscmuedu altmagick altpagan talkreligionmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateedupacificmpsohiostateedulinacuwmeducsutexasedusddhpcomspoolmueduwupostcsusedunetcomcomnetcomsvbootweekcoalizard alizardtweekcouucp alizard newsgroups altmagickaltpagantalkreligionmisc subject rosicrucian order messageid nbwwtweekcouucp date sun apr pdt reference alamutcpiinnetcomcom organization tweekcom system bb moraga ca line alamutnetcomcom max delysid writes article qppefibusenetinscwruedu chclevelandfreenetedu tony name three really competing rosicrucian order probably spent time none spinoffs oto opposite may case assume statement unequivocally saying amorc spin oto fact oto may well spin amorc would quite interested hearing evidence support claim well fair amount evidence floating around indicates oto around since least late long crowley ever heard long amorc around yes know claim existed organization clear prehistory doubt organizational paperwork nonprofit carbondated bc alizard alizard internet address alizardtweekcoboopacbellcom preferred pacbellcombootweekcoalizard bang path alizardgentoocom backup pgp public key available request,talk.religion.misc
newsgroups talkreligionmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateedudarwinsuranethavenumdeduuunetquackpharvey pharveyquackkfucom paul harvey subject clarification personal position messageid fbzpquackkfucom organization duck pond public unix log guest reference cmuiwaqcmailerccfsuedu crbhtfwathenacsugaedu date apr utc line article crbhtfwathenacsugaedu hudsonathenacsugaedu paul hudson jr dlecointgarnetacnsfsuedu dariuslecointe ever forgiven jesus never kept sunday holy recognized one day seven holy jesus also recognized holy day like passover act say layed gentile necessary sabbath list epistle instruct people keep th day christian living among people keep th day look like would problem instead scripture telling u day esteemed alike roman man judge u regard kind food eat jewish holy day keep regard sabbath col question authority proclaim requirement fourth commandment longer relevant modern christian dont think sabbath command law totally irrelevant modern christian collosions say judged regard keeping sabbath running away word jesus somebody superseded word jesus dont follow morality ten commandment law prophet word jesus whose morality follow,talk.religion.misc
xref cantaloupesrvcscmuedu altmagick altpagan talkreligionmisc newsgroups altmagickaltpagantalkreligionmisc path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetwupostuwmeduuxcsouiucedunewscsouiucedumrcnextcsouiuceduba bamrcnextcsouiucedu ba davishowe subject rosicrucian order date mon apr gmt messageid cpgwysnewscsouiucedu reference cupportalcom trbwwtweekcouucp sandviksandvikkentapplecom qppefibusenetinscwruedu sandviksandvikkentapplecom cpdlbnnewscsouiucedu qsqarnmusenetinscwruedu sender usenetnewscsouiucedu net noise owner organization university illinois urbana line chclevelandfreenetedu tony alicea writes previous article bamrcnextcsouiucedu ba davishowe say subject many competing rc order let point golden dawn outer order tradition inner order roseae rubeae et aura crucis wondering mean lectorium rosicrucianum warning point arguing who legit who golden dawn talking dont mean lr whatever gd im using complete golden dawn system magic source unless regardie lying im pulling name original order ritual multiple modern group part comment spinoffs sake argument reflecting affiliation going say true rosicrucian order fraternitas rosae crucis quakertown penn member religious society friend membership urbanachampaign il friend meeting find amusingly ironic taker mei dont want belong anything run around claiming true whatever find disgusting enjoy journey branarthur queer peculiar wyrd closed mind dont want know jjobermark,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion talkpoliticsmisc talkreligionmisc newsgroups talkabortiontalkpoliticsmisctalkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetzaphodmpsohiostateeduuwmeduuxcsouiucedunewscsouiuceduehsncenuiuceduparker parkerehsncenuiucedu robert parker subject tieing abortion health reform clinton nut date fri apr gmt messageid ckgrbrsnewscsouiucedu reference aprcoloradoedu madhauscwmginetcomcom aprcoloradoedu qcerinnqhhpsddesddhpcom sender usenetnewscsouiucedu net noise owner organization university illinois urbana line regardhpsddesddhpcom adrienne regard writes article aprcoloradoedu wwsrobertscoloradoedu wendy sullivan writes abortion many case choice birth necessary function keep population alive disagree abortion sure cost major factor make deal offered doug rest prolifers net pay prenatal child bearing cost poor want child prochoicers net pay abortion poor dont want child deal realistic offer would object paying abortion instead pay greater cost delivery couldnt afford abortion wanted one would forced go u object public funding abortion afford medical care pay smaller cost abortion decide best unable afford funny object paying money pay others abortion end paying money hadnt objected people need realize individual tax money go meaningless concept probably unlikely fraction tax would actually average go towards abortion would cover cost even one entire abortion consider many taxpayer many abortion performed many would likely paid public fund much pay tax much typical abortion would cost think factor order involved swamp rest realistic dont really object paying delivery etc woman chose cant afford adrienne regard rob,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion talkpoliticsmisc talkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomemorynewsfeedpeachnetedudarwinsuranettulanetheozoneanthonylandreneau anthonylandreneauozoneholecom anthony landreneau newsgroups talkabortiontalkpoliticsmisctalkreligionmisc subject abortion messageid uupcbozoneholecom date apr gmt distribution world organization ozone online operation inc dba ozone hole bb replyto anthonylandreneauozoneholecom anthony landreneau line rcstageurctuenl stage usercode anthonylandreneauozoneholecom suthere truth opinion understand coming go life constent without truth point reference one wonder aimlessly suim wrong thats opinion opinion based fact suthis exact science suas far im concernd agree differ stand people suwho think right everybody else wrong maybe better sit suguido klemans guido hemmorage maybe lighten ok opinion flaming get u anywhere understand respective position offer hand friendship truce may maybe start conversation like gentelmen sorry mistake name cant tell gender know u stupid american since replied wife post must strong feeling issue would like hear understand return ask listen try understand feel way yelling hate issue drive side farther apart till forget started fight first place forster understand mutual respect others view maybe really come solution acceptable u anthony slmr whats differance orange ozone hole bb private bulletin board service full service node usrobotics k bps gig file skydive new orleans rime network mail hub usenet newsgroups please route question inquiry postmasterozoneholecom,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion talkpoliticsmisc talkreligionmisc newsgroups talkabortiontalkpoliticsmisctalkreligionmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmuedufsececmuedueuropaenggtefsdcomgatechswrindeelroyjplnasagovameshavenumdeduuunetnewsgatewatsonibmcomyktnewswatsonibmcomthevillagewaterbed margoliwatsonibmcom larry margolis subject tieing abortion health reform clinton nut sender newswatsonibmcom nntp news poster messageid cnckuwatsonibmcom date sat apr gmt newssoftware ibm o pm rn nr vi vishnepolsky r rogers line replyto margoliwatsonibmcom larry margolis disclaimer posting represents poster view necessarily ibm reference ckiycenewscsouiucedu qmtijgeraldoccutexasedu raycmvvnljnetcomcom qpdbegeraldoccutexasedu nntppostinghost netslipwatsonibmcom organization village waterbed qpdbegeraldoccutexasedu taiteccwfccutexasedu presumably murdered give flip larry margolis margoliyktvmv bitnet margoliwatsonibmcom internet,talk.religion.misc
xref cantaloupesrvcscmuedu talkreligionmisc altmagick path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateedupacificmpsohiostateeduzaphodmpsohiostateeduuscsddhpcomportalcupportalcomthyagi thyagicupportalcom thyagi morgoth nagasiva newsgroups talkreligionmiscaltmagick subject oto clarification messageid cupportalcom date tue apr pdt organization portal system tm distribution world reference sandviksandvikkentapplecom line thou wilt shall whole law word sin restriction kent sandviknewtonapplecom writes sorry san jose based rosicrucian order called amorc dont remember time stand orc ordo rosae crucis word latin order rose cross response yes true entire title ancient mystical order rosae crucis located naglee avenue san jose california usa considered different largely unrelated number source ive seen documentation link figure h spencer lewis lewis apparently involved reuss oho ordo templi orientis many year apparently also true lewis charter form oto body created amorc subsidiary interesting question kent otherwise headquarters san jose pretty decent metaphysical bookstore interested book son love run around egyptian museum response indeed diagonally across street another metaphysical book store called ram metaphysical wherein ive purchased wonderful work crowley others ram metaphysical book park ave san jose ca invoke star love law love frater nigris dclxvi cccxxxiii,talk.religion.misc
newsgroups talkreligionmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduhowlandrestonansnetagateapplemumboapplecomgallantapplecomsandvikkentapplecomuser sandviknewtonapplecom kent sandvik subject disillusioned protestant find christ sender newsgallantapplecom messageid sandviksandvikkentapplecom date sun apr gmt reference qbjdusenetinscwruedu ckxddkjboihpcom organization cookamunga tourist bureau followupto talkreligionmisc line article ckxddkjboihpcom jburrillboihpcom jim burrill following mat jesus came said authority heaven earth given mat therefore go make disciple nation baptizing name father son holy spirit mat teaching obey everything commanded surely always end age jim please thats lame explanation trinity jesus provides baptizing people name three thing trinity case im wrong assumed trinity implies god three entity yet cheer kent sandviknewtonapplecom alink ksand private activity net,talk.religion.misc
xref cantaloupesrvcscmuedu altslack talkreligionmisc altatheism altpagan path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetusccsutexaseduuunetgossippyramidcompyramidclarisanarkymelchar melcharanarkytchorg melchar newsgroups altslacktalkreligionmiscaltatheismaltpaganaltsalesfundadaaltpreciou subject year say christian morality oxymoron keywords blessed aluminium siding salesman messageid akbbwwanarkytchorg date apr gmt reference fqmwrquackkfucom organization canned ham san jose ca line took someone long figure,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduhowlandrestonansnetagatenetsysibmpcugmantisnews mathew mathewmantiscouk newsgroups talkabortionaltatheismtalkreligionmisc subject year say christian morality messageid qrusnewswwmantiscouk date thu apr reference rkobhorusapmchpsnide yrusnewswwmantiscouk rqabovhorusapmchpsnide organization mantis consultant cambridge uk xnewsreader rusnews v line frankdsuucp frank odwyer mathewmantiscouk presumably mean moral system better others manage without objective frame reference go faster bullet snail come answer einstein proved isnt objective frame reference einstein proved anything oh yes may agree premise proved may apply reality thing exists certainly proved something cant answer answer general true got one similarly moral relativist judge one moral system better another every possible circumstance however preclude judging one moral system better another specific set circumstance preclude set moral relativists collectively judging moral system set circumstance agree even statement assumes objective reality independent belief eh could explain statement talking weasel word use describe frame reference isnt objective reality value im sorry cant parse objective reality value could try san objective reality valuessome value real even face disagreement still dont quite see youre trying say assume value mean moral value yes case mean real real moral value opposed unreal one saying moral system better others opinion get infinite regress sorry way infinite regress look extremely finite get justification saying moral system terrorist inferior man peace sorry thats provide justification asserting moral system terrorist inferior man peace cant provide justification work possible circumstance similarly provide justification asserting bullet move faster snail justification wont hold possible frame reference hold almost frame reference ever likely saying make thats according premise mine dont think agree saying make point view according premise unless argument invalid may indeed make point view never claimed fact dont even claim exist enough point view mathew,talk.religion.misc
xref cantaloupesrvcscmuedu altmagick altpagan talkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedubbandrewcmuedunewsseicmueducisohiostateeduzaphodmpsohiostateedusaimiriprimatewisceduameslllwinkenllnlgovfastracllnlgovuseneteepdxedupdxgatesteelefacmancaldwell caldwellfacmanohsuedu larry caldwell newsgroups altmagickaltpagantalkreligionmisc subject merlin mithra magick messageid aprohsuedu date apr gmt reference cupportalcom aprohsuedu kosinskiaprsequoiausoraclecom sender newsohsuedu organization oregon health science university line nntppostinghost facman kosinskiusoraclecom kevin osinski writes recall reading michael rutherford novel sarum scene son roman nobleman living britain take part secret ceremony involving bull stand naked pit covered sort scaffolding assistant coax bull stand scaffolding fatally stab bull douses worshipper pit blood supposedly sort rite passage member bull cult wonder related mithra cult dont know rutherford got information chapter book historical fiction general event take place largely based historical account rite like described joseph campbell occidentalmythology also described level initiation think dont know campbell got info remember thinking little eclectic also wonder connection ancient bull cult current practice bullfighting popular mediterranean culture quite bit havent read campbell give try larry caldwell caldwellohsuedu compuserve oregon health science university,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion talkreligionmisc talkpoliticsmisc path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetagatedzkriz dzkrizocfberkeleyedu dennis kriz newsgroups talkabortiontalkreligionmisctalkpoliticsmisc subject abortion private health coverage letter regarding followupto talkabortiontalkreligionmisctalkpoliticsmisc date apr gmt organization u c berkeley open computing facility line messageid qkqfjagateberkeleyedu reference qidsikagateberkeleyedu sandviksandvikkentapplecom nntppostinghost lightningberkeleyedu article sandviksandvikkentapplecom sandviknewtonapplecom kent sandvik kriz calling federally funded abortion many private health insurance program offer coverage abortion following two form letter regarding please send around friend well bbs sign send sonny dont read fine print sign sonny cheer kent sandviknewtonapplecom alink ksand private activity net well know youre getting somewhere start getting response like kent let explain paying phone dont want callwaiting dont need pay callwaiting whole clinton induced abortion debate begin make naral nervous exposed real scam one paying private health insurance plan want abortion coverage reason person complelled pay one compelled pay lipposuction coverage one doesnt want kind coverage full third country flatly considers abortion murder reason conscience first amendment mean anything anymore people compelled pay abortion coverage obviously offensive belief going start forcing jew eat pork quaker fight war etc one compelled sign defacto loyalty oath support abortion order gain access health care especially one conscience obviously practice abortion dennis dzkrizocfberkeleyedu p sure read two short form letter posted beginning post nothing hide,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansneteuropaenggtefsdcomemorysolctrcolumbiaeduiraukadegermanyeunetthothmchpsnidehorusapmchpsnidedsfrank frankdsuucp frank odwyer newsgroups talkabortionaltatheismtalkreligionmisc subject year say christian morality date apr gmt organization siemensnixdorf ag line messageid qkhsaqhorusapmchpsnide reference pwwspacatriceedu qjahhmrshorusapmchpsnide kmrpocwruedu nntppostinghost dsapmchpsnide article kmrpocwruedu kmrpocwruedu keith ryan writes article qjahhmrshorusapmchpsnide frankdsuucp frank odwyer writes article pwwspacatriceedu pwwspacsunriceedu objective morality morality built objective value objective value come measure mediated thair interaction real world moralon scalar valuino field science real world basis value way round would wish thing objective value science objectively said useful kick head simple theory accurate prediction could objectively said useful set tarot card like conclusion dont non sequitar objective value nothing objectively valued useful value judgement science something valued sequits fine frank odwyer im hatching odwyersseie hen evelyn conlon,talk.religion.misc
xref cantaloupesrvcscmuedu altconspiracy talkpoliticsmisc talkreligionmisc newsgroups altconspiracytalkpoliticsmisctalkreligionmisc path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetzaphodmpsohiostateeduncaruchinewsraistlintimbukcraycomhemlockcraycomrja rjamahoganycraycom rus anderson subject message mr president know happened messageid aprhemlockcraycom originator rjamahogany line sender rjamahogany rus anderson nntppostinghost mahogany organization world champion minnesota twin reference aprutarlgutaedu bskendigcqyjgewnetcomcom date apr cdt article bskendigcqyjgewnetcomcom bskendignetcomcom brian kendig one way another much patience bad couldnt wait prospect god message much take believe david koresh really jesus christ yea whod ever believe god would show human form rus anderson disclaimer statement reflect upon employer anyone else c extwins jack morris inning pitched run world series mvp,talk.religion.misc
xref cantaloupesrvcscmuedu altatheism talkreligionmisc talkorigins newsgroups altatheismtalkreligionmisctalkorigins path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetwupostsddhpcomuxcsouiucedunewscsouiucedualexiacobb cobbalexialisuiucedu mike cobb subject year say christian morality date mon apr gmt messageid cprjfdnewscsouiucedu reference fmiyoivvoytandrewcmuedu sender usenetnewscsouiucedu net noise owner organization university illinois urbana line true length time discussion creationism v evolutionism atheist christian debating since still debate unabated passion mac michael cobb wont raise tax middle university illinois class pay program champaignurbana bill clinton rd debate cobbalexialisuiucedu new tax spending cut well still billion dollar deficit,talk.religion.misc
xref cantaloupesrvcscmuedu altmythology altpagan talkreligionmisc newsgroups altmythologyaltpagantalkreligionmisc path cantaloupesrvcscmuedurochesterudelgatechusenetufleduusenetcisufleducaenuvaarpamurdochpoeaccvirginiaedurssd rssdpoeaccvirginiaedu randolph stuart sergent subject greek myth bible messageid csdoajhmurdochaccvirginiaedu sender usenetmurdochaccvirginiaedu organization university virginia reference fuxeluquackkfucom pegasusfpdialinuoregonedu dtedmahoodinfoservcom date mon apr gmt line article dtedmahoodinfoservcom edmahoodinfoservcom ed mahood jr definiation text book used part introductory course social anthorpology term myth designates traditionally based dramatic narrative theme emphasize nature humankind relationship nature supernatural peter b hammands introduction cutural social anthropology second ed macmillion page im sure distinguish myth legend neatly myth single story thought structure worldparadigm story interpreted important part myth story thus think story meant conveyed understandably one person another within single culture wont rest upon underlying thought structure thus transmit culture mythical truth along randy,talk.religion.misc
xref cantaloupesrvcscmuedu talkabortion altatheism talkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetusccsutexasedusunbarrwestwestsuncomnewsmeebaysuncomexodusengsuncomhernessunemarsh emarshhernessunengsuncom eric marsh newsgroups talkabortionaltatheismtalkreligionmisc subject year say christian morality date apr gmt organization sun line messageid lsrbrinntexodusengsuncom reference qgoukrlnhorusapmchpsnide lsojdjinnqexodusengsuncom chrmkhuxcsouiucedu nntppostinghost hernessun article chrmkhuxcsouiucedu lisbwuxcsouiucedu li student explanation understand correctly said idea christianity objective morality absurd read saying christian dont claim sense abolute morality believe idea objective morality absurd becasuse evidence ive seen indicates morality moral system man made thus subjective shot christianity would apply person group advocate objective morality unless said persongroup provide sort evidence support claim actually christian claim absolute morality another matter always heard said christian claim moral system reason follow rather line meant really mac eric,talk.religion.misc
xref cantaloupesrvcscmuedu altatheism talkreligionmisc talkorigins path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetwupostcrcnisunledumoeksuksueduhobbesphysicsuiowaedunewsiastateeduiscsvaxuniedusunfishcharlieusdedurfox newsgroups altatheismtalkreligionmisctalkorigins subject albert sabin messageid cpktnsunfishusdedu rfoxcharlieusdedu rich fox univ south dakota date sun apr gmt replyto rfoxcharlieusdedu sender newssunfishusdedu reference marramboatlantadgcom cftjtsunfishusdeduaprramboatlantadgcom organization university south dakota computer science dept nntppostinghost charlie line article aprramboatlantadgcom wpratlantadgcom bill rawlins article aprramboatlantadgcom wpratlantadgcom bill rawlins earlier dialogue deleted perhaps read stop advancing bible evidence relating question science jesus exist g well great fallacy statement question origin based science alone nope fallacy yep science best determining religion handle problem scientist exclude possibility supernatural question origin fair premise entirely premise conclusion second scientist part exlude possibility problem necessity scientist empircists theologian utterly reject hypothesis science highest form truth scientist long clearly deep fundamental misunderstanding science met man could walk water raise people dead claimed son god referred inviolability scripture would affect belief origin man expand nope wouldnt affect knowledge belief origin anatomically modern human man could show something better id change even biblical story exact detail would ask world father endow u intellect reason proceed fool u mean bible say nothing humanlike creature know exist socalled humanlike creature ape human fancifully reconstructed fragment absolutely utterly false except amhs lucy australopithecus afarensis ca mya complete taking consideration bilateral symmetry lucy walked upright bipedally like human two share remarkably similar dental pattern cranial morphology unlike human modern ape hundred specimen specie partially reconstructed exist bill touch feel hold forget hominid earth universe cultural record look test ancient indeed reconstruction god tricked u wont go away bill doubt u meet man like bill version absolutely correct im still worried salvation ill probaby make dont steal murder covet etc like help people use reason intellect god provided benevolent loving understand dilemma dont think good deed justify person god sight atonement jesus needed atone sin fundamentalist say billion dont say beware people say truth bill reconsider time think science bible contradiction god supercede scientific law man understands creation good example god power create something nothing order chaos havent long feeling bill veteran agree contradiciton god anything whats beef properly wheres point god creator look like agree point bill point god power scientist generally agree thats far cry saying god please attempt understand post title book mentioned anything substance book must real laugher course jesus existed volume evidence back give many interested laugher bill scholarly book many happen disagree definitely seriously interested confirmation know bible inference therefrom eg prophecy apocrypha koran others interested independent evidence know josephus almost certainly insertion also know roman document eg pliny deal early christian independent evidence interested please email post thanks best regard ill send info via email regard bill info replied several day ago hope somehow post appeared server today rich fox anthro usouthdakota,talk.religion.misc
path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomhowlandrestonansnetwupostuunetpipexsunicericomterminusericssonsebangkokdavid davidterminusericssonse david bold newsgroups talkreligionmisc subject question popular morality messageid quirmterminusericssonse date apr gmt reference ctooimathenacsugaedu sender usenetterminusericssonse replyto davidterminusericssonse distribution world organization camtec electronics ericsson leicester england line nntppostinghost bangkok paul hudson jr hudsonathenacsugaedu writes directly going come moral argument existence god rather trying show absurdity atheistic materialist relatavists trying embrace common moral system though absolute man know heart right wrong inherited knowledge matter absurd suggest common moral system created mankind absolute contrary reason suggest common moral system created mankind sensible fact bible use mankind moral code must interpreted mankind workable moral system created everyday use jewish talmud result century biblical scholar analysing every word torah understand morality behind child israel given strict set moral civil judicial ceremonial law follow yet clearly enough cover every instance moral dilemma society christian situation better seems code morality judeo christian god contained bible see diverse opinion christian newsgroups clear may well absolute morality defined judeochristian god mankind follow seems subset simply concept written man lead problem defining morality society take divine morality code practice may interpreted many different way example consider immolation heretic fifteenth century interpretation bible allows man another man precept administer justice take agnostic morality code practice modified suit society danger implies alternatively could take basis judeochristian morality interpretextend create justify code morality suit society live enables people live righteously many christian nonchristian philosopher done whatever driving force behind definition morality society think important aspect result david religion oh sea fish cried swam clearness,talk.religion.misc
newsgroups talkreligionmisc path cantaloupesrvcscmuedumagnesiumclubcccmuedunewsseicmueducisohiostateeduzaphodmpsohiostateeduuwmeducaendestroyercsubccanewsuviccararoyalroadscamlee mleepostroyalroadsca malcolm lee subject kind loving god messageid aprraroyalroadsca sender mleeraroyalroadsca malcolm lee organization royal road military college victoria bc reference aadangermousemitreorg aprraroyalroadsca sandviksandvikkentapplecom aprraroyalroadsca sandviksandvikkentapplecom aprraroyalroadsca sandviksandvikkentapplecom aprraroyalroadsca aprnntpdcxodeccom date sat apr gmt line article aprnntpdcxodeccom bittrolffevansenetdeccom article aprraroyalroadsca mleepostroyalroadsca malcolm lee btw david koresh jesus christ claimed tell sure three day havent passed yet well another false messiah shot flame matthew watch one deceives many come name claiming christ deceive many matthew time anyone say look christ believe false christ false prophet appear perform great sign miracle deceive even elect possible see told ahead time listen sadly u peace condolence family lost waco malcolm lee steve bittrolff previous opinion shared reasonably intelligent person,talk.religion.misc
xref cantaloupesrvcscmuedu talkpoliticsmisc talkreligionmisc path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetusenetinscwrueduhirhirameduhiramahiramedumedkeffjs newsgroups talkpoliticsmisctalkreligionmisc subject message mr president know happened messageid aprhiramahiramedu medkeffjshiramahiramedu jeff medkeff date apr reference kengtunfaire cwsflmailerccfsuedu organization hiram college nntppostinghost hiramahiramedu line kengdenmmccom ken garrido article kengtunfaire kengdenmmccom ken garrido bottom line due process served peaceful attempt serve warrant occurred peaceful attempt serve warrant met gunfire due process served branch davidians wanted way think exactly known flower child pacifist let call cowpoop cowpoop peaceful attempt serve warrant consisted following action order batf agent forcing entry compound second story window batf agent loosing grenade allegedly stun flash grenade promptly detonated according tape seen bd started shooting back exactly someone breaking private property tossing grenade around considered peaceful anyone think say still hold previous entirely correct notion worn arm used assaulting building jeffrey medkeff bitnet medkeffjshiramb po box internet medkeffjshirambhiramedu hiram oh pale ebenezer thought wrong fight usa roaring bill killed thought right,talk.religion.misc
newsgroups talkreligionmisc path cantaloupesrvcscmueducrabapplesrvcscmuedufsececmuedueuropaenggtefsdcomgatechhowlandrestonansnetagatelinuslinusmitreorgmwunixmitreorgm mmwunixmitreorg james meritt subject kind loving merciful forgiving god messageid aprlinusmitreorg sender newslinusmitreorg news service nntppostinghost mwunixmitreorg organization mitre corporation mclean va reference aprutarlgutaedu aprlinusmitreorg bluecispittedu date thu apr gmt line article bluecispittedu joslinpogoisppittedu david joslin writes mmwunixmitreorg james meritt writes context must missed said promise god keep getting subjected could please explain wrong ok acknowledgement public hypocrisy neither according jim way criticize one person taking quote context without hypocrite post response every person trm take quote context either ask assert misaimed telepathy work btw david josli im still waiting either public acknowledgement telepathy precognition witch appology retraction wait without whining pas time maybe go back read portion article conveniently deleted reply youll find answer nope particular realized example telepathy responding jims threa threat produce jim still mystified telepathy maybe empathic telepathy capable determining emotional state jim trying telepathy know trying jim preparing precognition substantiate taken messageid bluecispittedu,talk.religion.misc
xref cantaloupesrvcscmuedu altatheism talkreligionmisc talkorigins newsgroups altatheismtalkreligionmisctalkorigins path cantaloupesrvcscmuedudasnewsharvardedunocnearnethowlandrestonansnetzaphodmpsohiostateeduuwmedulinacattattallegraulyssesulyssesattcommls mlsulyssesattcom michael l siemon subject ancient reference christianity albert sabin summary use historical source messageid aprulyssesattcom date mon apr gmt reference rruinnmlectronnewsctroncom cztjufkxnewscsouiucedu cbnbnewscsouiucedu organization att bell lab murray hill nj usa line article cbnbnewscsouiucedu cobbalexialisuiucedu mike cobb writes renaqmorrowstanfordedu salempangeastanfordedu bruce salem writes article cztjufkxnewscsouiucedu cobbalexialisuiucedu mike cobb writes nt tossed info jesus realize normally tossed contains miracle reason tossed source would regarded unbiased independant bruce hit main point simply russell turpin detail response source modern historiography used critically simply say claim deriving subject specific examination light motif human consideration well physical background critical method applies original document us made others emphatically including historical researcher wouldnt better reporter someone heard second hand guess isnt firsthand better second hand know bias winner writing history doesnt principle firsthand best still apply given critical principle evidence anything firsthand source jesus paul letter indeed firsthand evidence paul interaction result historically solid book nt paul claim description conflict jerusalem may wie e eigent lich gewesen definitely comment participant word wed evaluate paul statement less would testimony witness court gospel another story altogether luke assuredly firsthand witness claim gathered material closer actual event conventional claim ancient book luke fact never name witness point one thing book derive source detect behind luke john concluding remark derives testimony beloved disciple named bound accept claim long time scholar rejected outright even make fourth gospel best secondhand neither mark matthew make claim firsthand later much later christian tradition associate first gosple matthew possible aramaic protogospel associate mark peter something like secondhand status recounting peter preaching gospel traditional claim run difficulty try evaluate actual data u luke matthew appear use differently anonymous otherwise attested collection logoi word deed jesus well dependent mark make testimony least thirdhand said historian attempt glean whatever nt source overwhelmingly obvious best source anything earliest church also extremely important light cast however refracted christian bias sectarian world judaism around time destruction nd temple problem historical jesus tricky however cycle fashion near major high people thinking discern historicocritical plausibility thing jesus life opinion nt difficulty dominated thinking year ago probably return favor another generation pointed bultmann schweitzer treatment end previous highpoint cycle simply source passed least one layer quite anonymous shaping within early church easy reliable way distribute part material real history invention church radical skeptic think nothing history gospel though position maintained neither tool distinguish shaping real historical material communal use opposed invention michael l siemon stand stand window mlspanixcom tear scald start mlsulyssesattcom shall love crooked neighbor standard disclaimer crooked heart,talk.religion.misc
